,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,1,2,3,a,b,exited
2784,0.942,0.25675675,0.5,0.4242899,0.33333334,0,1,0.6370679,0,1,0,1,0,0
2785,0.58,0.33783785,0.7,0.52775365,0.0,0,0,0.3478968,1,0,0,0,1,1
2786,0.322,0.2972973,0.9,0.49582523,0.0,1,0,0.99410826,0,1,0,1,0,1
2787,0.91,0.3783784,0.6,0.4703984,0.6666667,1,0,0.8132355,1,0,0,0,1,1
2788,0.38,0.2837838,0.1,0.32894275,0.0,1,0,0.5704592,0,1,0,0,1,0
2789,0.71,0.35135135,0.0,0.7355661,0.0,1,0,0.3442765,0,0,1,0,1,1
2790,0.38,0.2837838,0.4,0.50729084,0.0,1,1,0.08070151,0,1,0,0,1,0
2791,0.364,0.6486486,0.3,0.0,0.0,1,1,0.57613224,0,0,1,1,0,0
2792,0.37,0.36486486,0.2,0.0,0.33333334,0,1,0.8531313,1,0,0,1,0,0
2793,0.554,0.067567565,0.5,0.73434144,0.0,1,0,0.51548743,0,1,0,0,1,0
2794,0.592,0.45945945,0.8,0.23782337,0.0,0,0,0.8625035,1,0,0,0,1,1
2795,0.33,0.0945946,0.7,0.31703547,0.0,0,1,0.19382471,1,0,0,1,0,0
2796,0.694,0.2837838,0.6,0.6040428,0.0,1,1,0.22469501,1,0,0,1,0,0
2797,0.604,0.12162162,0.2,0.66372716,0.33333334,0,1,0.7300503,0,1,0,0,1,0
2798,0.458,0.13513513,0.6,0.5991642,0.0,1,0,0.7278037,0,1,0,0,1,0
2799,0.82,0.33783785,0.8,0.48590082,0.0,1,0,0.96659607,1,0,0,0,1,0
2800,0.838,0.44594595,0.9,0.62485045,0.33333334,1,0,0.20125027,1,0,0,0,1,0
2801,0.296,0.14864865,0.8,0.50962627,0.0,1,1,0.23335388,0,0,1,0,1,0
2802,0.848,0.47297296,0.4,0.45320904,0.0,1,1,0.76945525,1,0,0,0,1,1
2803,0.71,0.33783785,0.7,0.31875312,0.0,1,1,0.515533,0,1,0,1,0,0
2804,0.596,0.35135135,0.2,0.0,0.33333334,1,1,0.29323125,1,0,0,1,0,0
2805,0.676,0.44594595,0.5,0.0,0.0,1,0,0.4581064,1,0,0,1,0,1
2806,0.484,0.27027026,0.0,0.0,0.0,1,0,0.32990602,0,0,1,0,1,1
2807,0.71,0.2027027,0.3,0.5756439,0.33333334,1,0,0.5692224,1,0,0,0,1,0
2808,0.608,0.3243243,0.7,0.3956311,0.0,1,1,0.3380139,1,0,0,0,1,0
2809,0.548,0.1891892,0.2,0.31633908,0.33333334,1,1,0.7273713,1,0,0,1,0,0
2810,0.488,0.16216215,1.0,0.0,0.33333334,1,1,0.6203599,1,0,0,1,0,0
2811,0.69,0.21621622,0.9,0.0,0.33333334,1,1,0.33748493,0,0,1,1,0,0
2812,0.494,0.13513513,0.2,0.0,0.6666667,1,1,0.39351952,1,0,0,0,1,0
2813,0.816,0.45945945,0.7,0.49859264,0.0,1,0,0.855973,1,0,0,1,0,1
2814,0.774,0.2972973,0.2,0.64761674,0.33333334,1,0,0.74692005,0,1,0,1,0,0
2815,0.688,0.25675675,0.1,0.3813055,0.33333334,1,0,0.50166774,0,1,0,0,1,0
2816,0.666,0.0945946,0.4,0.0,0.33333334,1,0,0.76350623,1,0,0,0,1,0
2817,0.376,0.16216215,0.8,0.0,0.33333334,1,1,0.20592652,0,0,1,1,0,0
2818,0.638,0.25675675,0.4,0.0,0.0,1,0,0.66270703,1,0,0,0,1,0
2819,0.76,0.21621622,0.5,0.29572716,0.33333334,1,0,0.48436597,1,0,0,1,0,0
2820,0.544,0.17567568,0.1,0.3574716,0.0,1,1,0.7615422,1,0,0,1,0,0
2821,0.728,0.2027027,1.0,0.41100883,0.33333334,1,1,0.24832587,0,0,1,1,0,0
2822,0.438,0.21621622,0.3,0.0,0.0,1,0,0.66999376,0,0,1,1,0,0
2823,0.636,0.5540541,0.5,0.47895968,0.0,0,1,0.25224018,0,1,0,1,0,0
2824,0.556,0.1891892,0.9,0.5944099,0.33333334,1,1,0.08196048,1,0,0,0,1,0
2825,0.5,0.2972973,0.1,0.56252635,0.0,1,1,0.33899364,1,0,0,0,1,0
2826,0.686,0.33783785,0.4,0.60718495,0.0,1,0,0.046155408,1,0,0,1,0,0
2827,0.708,0.24324325,0.7,0.47838938,0.33333334,0,1,0.50299877,1,0,0,0,1,0
2828,0.354,0.2027027,0.9,0.5267807,0.0,0,0,0.49366,0,0,1,0,1,0
2829,0.406,0.33783785,0.6,0.33958337,0.33333334,1,1,0.8028892,0,1,0,0,1,0
2830,0.45,0.47297296,0.1,0.33839768,0.33333334,0,1,0.13003352,0,0,1,0,1,0
2831,0.552,0.1891892,0.0,0.0,0.33333334,0,0,0.9358942,1,0,0,1,0,0
2832,0.464,0.027027028,0.4,0.0,0.0,1,1,0.27878702,1,0,0,0,1,0
2833,0.666,0.2972973,0.8,0.0,0.0,1,0,0.3792194,0,0,1,0,1,0
2834,1.0,0.16216215,0.9,0.48440057,0.0,0,0,0.2015287,1,0,0,0,1,0
2835,0.606,0.22972973,0.6,0.46498147,0.33333334,1,1,0.11927454,0,0,1,0,1,0
2836,0.658,0.5675676,0.8,0.0,0.33333334,1,1,0.25687113,1,0,0,0,1,0
2837,0.398,0.4189189,0.6,0.49752933,0.0,0,1,0.46774358,0,1,0,1,0,0
2838,1.0,0.24324325,0.2,0.61850035,0.33333334,0,0,0.8471007,0,0,1,1,0,0
2839,0.416,0.1891892,0.1,0.43150136,0.0,1,1,0.034621958,0,1,0,1,0,0
2840,0.356,0.2972973,0.4,0.0,0.33333334,1,0,0.12695272,0,0,1,0,1,0
2841,0.902,0.27027026,0.5,0.0,0.33333334,1,0,0.33125508,1,0,0,0,1,0
2842,0.326,0.4054054,0.2,0.0,0.0,1,1,0.57354254,0,0,1,0,1,1
2843,0.632,0.27027026,0.6,0.3978224,0.33333334,1,1,0.7918076,0,1,0,0,1,0
2844,0.512,0.22972973,0.2,0.5267647,0.0,0,1,0.82409877,1,0,0,0,1,0
2845,0.498,0.36486486,1.0,0.4128491,0.0,1,0,0.66064364,0,1,0,0,1,1
2846,0.388,0.2837838,0.4,0.5675867,0.33333334,1,0,0.73319936,0,1,0,0,1,0
2847,0.358,0.27027026,0.7,0.39794046,0.33333334,1,0,0.45126548,0,0,1,0,1,1
2848,1.0,0.3108108,0.5,0.0,0.33333334,1,1,0.17409587,1,0,0,1,0,0
2849,0.294,0.3108108,0.9,0.0,0.0,0,0,0.11032504,1,0,0,0,1,0
2850,0.828,0.2837838,0.5,0.3230093,0.0,0,1,0.5490204,1,0,0,1,0,0
2851,0.506,0.4054054,0.5,0.0,0.0,1,0,0.50238305,1,0,0,1,0,1
2852,0.518,0.2972973,0.6,0.0,0.33333334,1,1,0.48707032,1,0,0,0,1,0
2853,0.274,0.47297296,0.4,0.7958988,0.0,1,1,0.12099296,1,0,0,0,1,1
2854,0.796,0.2027027,0.1,0.5685393,0.0,0,0,0.3456384,1,0,0,0,1,0
2855,0.72,0.7702703,0.5,0.0,0.33333334,1,1,0.046831023,0,0,1,1,0,0
2856,0.164,0.36486486,0.3,0.43929845,0.0,1,0,0.21519615,0,1,0,1,0,1
2857,0.368,0.44594595,0.3,0.0,0.33333334,0,1,0.10423361,0,0,1,0,1,0
2858,0.514,0.0945946,0.3,0.0,0.33333334,0,0,0.935275,1,0,0,0,1,0
2859,0.402,0.1891892,0.4,0.0,0.33333334,1,0,0.26707026,0,0,1,0,1,0
2860,0.648,0.36486486,0.7,0.5662539,0.0,1,0,0.18502621,1,0,0,0,1,0
2861,0.35,0.0945946,0.6,0.0,0.33333334,1,0,0.44781807,1,0,0,1,0,0
2862,0.59,0.2027027,0.8,0.59611696,0.0,0,0,0.7495829,0,1,0,0,1,0
2863,0.81,0.33783785,0.9,0.0,0.33333334,1,0,0.09028417,1,0,0,1,0,0
2864,0.716,0.25675675,0.8,0.61126864,0.0,1,1,0.13451664,0,1,0,0,1,0
2865,0.73,0.04054054,0.6,0.30477378,0.0,1,1,0.8675836,1,0,0,0,1,0
2866,0.754,0.10810811,0.9,0.48429337,0.0,1,1,0.7339394,1,0,0,1,0,0
2867,0.418,0.12162162,0.1,0.0,0.0,0,1,0.005194246,0,0,1,1,0,0
2868,0.39,0.24324325,0.8,0.29179624,0.33333334,1,0,0.44792157,0,0,1,0,1,1
2869,0.348,0.054054055,0.9,0.0,0.33333334,1,0,0.37200433,1,0,0,0,1,0
2870,0.714,0.5,0.1,0.0,0.33333334,0,1,0.27201548,1,0,0,1,0,0
2871,0.642,0.27027026,0.0,0.36937284,0.33333334,1,0,0.018181687,0,0,1,0,1,0
2872,0.178,0.45945945,0.3,0.38340762,1.0,1,0,0.9944097,0,0,1,0,1,1
2873,0.634,0.24324325,0.1,0.45592862,0.0,1,1,0.2670303,0,1,0,1,0,0
2874,0.962,0.1891892,0.9,0.31990144,0.0,1,0,0.97437406,0,1,0,0,1,0
2875,0.39,0.2027027,0.7,0.6908443,0.0,1,0,0.7522783,0,0,1,1,0,0
2876,0.508,0.22972973,0.7,0.5870333,0.0,1,1,0.28900495,0,0,1,1,0,0
2877,0.614,0.6621622,0.5,0.4774268,0.33333334,1,1,0.53766507,0,0,1,0,1,0
2878,0.274,0.24324325,0.1,0.55854213,0.0,1,0,0.9704014,0,0,1,1,0,0
2879,0.8,0.45945945,0.6,0.42833152,0.0,1,0,0.6311683,0,1,0,1,0,1
2880,0.688,0.25675675,0.8,0.39146587,0.33333334,1,0,0.91180146,0,1,0,1,0,1
2881,0.722,0.22972973,0.2,0.532518,0.0,1,1,0.60293126,0,1,0,1,0,0
2882,0.402,0.25675675,0.3,0.0,0.33333334,1,1,0.25285825,1,0,0,0,1,0
2883,0.418,0.27027026,0.8,0.37919542,0.0,1,1,0.43286073,1,0,0,1,0,0
2884,0.54,0.14864865,0.3,0.0,0.33333334,0,1,0.7669768,1,0,0,1,0,0
2885,0.62,0.3243243,0.5,0.0,0.33333334,1,0,0.5775452,0,0,1,0,1,0
2886,0.198,0.25675675,0.6,0.0,0.33333334,1,0,0.41086373,1,0,0,1,0,0
2887,0.706,0.10810811,0.1,0.38793117,0.0,1,0,0.31855997,0,1,0,1,0,0
2888,0.89,0.25675675,0.2,0.5550685,0.33333334,1,1,0.9937667,0,1,0,0,1,0
2889,0.488,0.17567568,0.9,0.0,0.0,0,1,0.028540375,1,0,0,1,0,0
2890,0.472,0.21621622,0.5,0.66996926,0.0,0,0,0.10024472,0,0,1,0,1,0
2891,0.526,0.16216215,0.5,0.5243718,0.33333334,1,0,0.8532185,0,1,0,1,0,0
2892,0.502,0.35135135,0.3,0.0,0.33333334,1,0,0.15299226,1,0,0,0,1,0
2893,0.614,0.43243244,0.9,0.0,0.33333334,0,0,0.18581715,1,0,0,0,1,0
2894,0.362,0.17567568,0.3,0.0,0.0,1,1,0.21290909,1,0,0,0,1,0
2895,0.542,0.3918919,0.7,0.42791593,0.0,1,1,0.3339704,0,1,0,0,1,0
2896,0.864,0.2027027,0.2,0.37661916,0.0,0,1,0.5093227,1,0,0,1,0,0
2897,0.356,0.14864865,0.9,0.67841977,0.33333334,1,0,0.24638563,0,1,0,1,0,0
2898,0.692,0.45945945,0.6,0.5571228,0.0,1,0,0.1371822,1,0,0,0,1,1
2899,0.472,0.22972973,0.7,0.0,0.33333334,1,0,0.35377935,1,0,0,1,0,0
2900,0.552,0.10810811,0.8,0.5923138,0.6666667,0,1,0.5225021,0,0,1,1,0,1
2901,0.296,0.7432432,0.2,0.67852926,0.33333334,1,1,0.8270609,1,0,0,0,1,0
2902,0.682,0.2027027,0.1,0.5113902,0.0,1,1,0.5679003,1,0,0,1,0,0
2903,0.436,0.3918919,0.7,0.0,0.33333334,1,1,0.229856,1,0,0,1,0,0
2904,0.73,0.22972973,0.3,0.0,0.0,1,1,0.76007646,1,0,0,1,0,0
2905,0.66,0.1891892,0.7,0.69930387,0.0,0,1,0.38672864,0,1,0,0,1,0
2906,0.904,0.3108108,0.6,0.0,0.33333334,1,0,0.23657495,0,0,1,0,1,0
2907,0.378,0.054054055,0.0,0.40209922,0.33333334,1,1,0.19382386,1,0,0,1,0,0
2908,0.288,0.6891892,0.9,0.37194702,0.0,1,1,0.12240099,1,0,0,0,1,0
2909,0.488,0.27027026,0.6,0.2518012,0.33333334,1,1,0.0722794,0,1,0,0,1,0
2910,0.492,0.2027027,0.2,0.55581003,0.0,0,0,0.31568286,1,0,0,0,1,0
2911,0.598,0.45945945,0.8,0.19575179,0.0,1,0,0.20925424,1,0,0,1,0,0
2912,0.698,0.1891892,0.1,0.4938508,0.6666667,1,1,0.63722205,0,1,0,0,1,1
2913,0.874,0.2972973,0.6,0.0,0.33333334,1,1,0.42074218,1,0,0,1,0,0
2914,0.508,0.13513513,0.7,0.0,0.33333334,0,0,0.29294828,1,0,0,0,1,0
2915,0.278,0.45945945,0.1,0.52388406,0.0,1,0,0.18616043,0,1,0,1,0,1
2916,0.602,0.5135135,0.2,0.0,0.0,1,0,0.5726102,1,0,0,0,1,1
2917,0.696,0.527027,0.6,0.54335004,0.33333334,1,1,0.36272308,1,0,0,0,1,1
2918,0.456,0.27027026,0.4,0.45098168,0.33333334,1,0,0.88358945,0,1,0,1,0,1
2919,0.376,0.3243243,0.9,0.0,0.0,0,0,0.76429486,0,0,1,1,0,0
2920,0.692,0.2027027,0.4,0.0,0.33333334,1,1,0.3668354,1,0,0,1,0,0
2921,0.314,0.3783784,0.8,0.40966895,0.0,1,1,0.3515941,0,1,0,1,0,0
2922,0.67,0.21621622,0.6,0.33186495,0.0,0,0,0.04826311,0,0,1,0,1,0
2923,0.71,0.3108108,0.4,0.28797606,0.33333334,1,1,0.7125834,0,1,0,0,1,0
2924,0.298,0.14864865,0.6,0.5900863,0.0,1,0,0.5931184,0,1,0,1,0,0
2925,0.734,0.7837838,0.9,0.5519757,0.0,1,1,0.34197545,1,0,0,1,0,0
2926,0.32,0.6081081,0.8,0.0,0.33333334,1,1,0.5764564,1,0,0,0,1,0
2927,0.564,0.1891892,0.6,0.44475958,0.0,1,1,0.8519384,1,0,0,0,1,0
2928,0.636,0.2837838,0.0,0.48667085,0.0,1,0,0.5647294,0,1,0,1,0,1
2929,0.788,0.1891892,0.4,0.38305128,0.0,1,1,0.39904407,0,1,0,0,1,0
2930,0.626,0.3243243,0.7,0.46206358,0.0,1,0,0.09926548,0,1,0,0,1,0
2931,0.576,0.25675675,0.7,0.49627185,0.33333334,1,0,0.7930723,0,1,0,1,0,0
2932,0.676,0.4864865,0.9,0.0,0.0,1,0,0.95609653,1,0,0,1,0,1
2933,0.476,0.3783784,0.8,0.0,0.0,1,0,0.3096277,0,0,1,0,1,0
2934,0.562,0.2027027,0.7,0.0,0.0,1,1,0.29018492,1,0,0,0,1,1
2935,0.674,0.22972973,0.8,0.4025076,0.33333334,1,0,0.11118907,0,0,1,0,1,0
2936,0.498,0.35135135,1.0,0.47261116,0.0,1,1,0.15719971,1,0,0,0,1,0
2937,0.736,0.13513513,0.6,0.0,0.33333334,1,0,0.7343915,0,0,1,0,1,0
2938,0.76,0.12162162,0.5,0.0,0.33333334,1,1,0.5804072,1,0,0,0,1,0
2939,0.366,0.2837838,0.2,0.0,0.0,0,1,0.36832696,1,0,0,1,0,1
2940,0.722,0.13513513,0.5,0.0,0.33333334,1,1,0.46978676,0,0,1,1,0,0
2941,0.41,0.10810811,0.9,0.0,0.33333334,0,1,0.7946081,0,0,1,1,0,0
2942,1.0,0.3243243,0.9,0.45162204,0.0,1,1,0.9910055,1,0,0,1,0,0
2943,0.656,0.3108108,0.9,0.0,0.0,0,0,0.06574853,1,0,0,1,0,0
2944,0.452,0.1891892,0.7,0.0,0.33333334,1,0,0.02324887,1,0,0,0,1,0
2945,0.97,0.027027028,0.4,0.49568102,0.0,0,0,0.90101683,0,1,0,0,1,1
2946,0.484,0.3243243,0.1,0.58688885,0.33333334,1,1,0.3150873,1,0,0,0,1,0
2947,0.848,0.24324325,0.7,0.41326815,0.0,0,1,0.59485763,1,0,0,0,1,0
2948,0.54,0.14864865,0.1,0.55297446,0.33333334,0,0,0.77351904,1,0,0,1,0,0
2949,0.338,0.2837838,0.4,0.44599837,0.0,1,1,0.48787454,0,0,1,0,1,0
2950,0.768,0.25675675,0.0,0.60885376,0.0,1,1,0.24491799,0,0,1,1,0,0
2951,0.826,0.17567568,0.7,0.5738039,0.33333334,1,1,0.70132387,0,1,0,0,1,1
2952,0.766,0.44594595,1.0,0.564201,0.0,1,0,0.6509519,1,0,0,0,1,0
2953,0.6,0.33783785,0.6,0.0,0.33333334,1,1,0.08145943,1,0,0,1,0,0
2954,0.376,0.2027027,0.5,0.0,0.33333334,1,0,0.6348148,1,0,0,1,0,0
2955,0.454,0.3783784,0.1,0.0,0.0,1,1,0.79377055,1,0,0,1,0,0
2956,0.884,0.16216215,0.8,0.0,0.33333334,1,0,0.9982584,1,0,0,0,1,0
2957,0.672,0.3108108,1.0,0.0,0.0,1,1,0.7213745,1,0,0,1,0,1
2958,0.478,0.14864865,0.2,0.0,0.33333334,0,1,0.4915904,1,0,0,0,1,0
2959,0.36,0.0945946,0.9,0.64791375,0.0,1,0,0.32061785,1,0,0,0,1,0
2960,0.856,0.14864865,0.7,0.49115345,0.0,1,0,0.90613407,0,1,0,1,0,0
2961,0.532,0.17567568,0.7,0.30556515,0.33333334,1,1,0.81906575,0,0,1,0,1,0
2962,0.4,0.27027026,0.9,0.5591074,0.6666667,1,1,0.8573093,1,0,0,0,1,1
2963,0.61,0.44594595,0.3,0.0,0.33333334,0,1,0.07895474,1,0,0,1,0,0
2964,0.742,0.3783784,0.1,0.46139976,0.33333334,0,0,0.51474524,1,0,0,0,1,0
2965,0.298,0.24324325,0.5,0.52269244,0.33333334,1,0,0.87461793,0,1,0,0,1,0
2966,0.322,0.36486486,0.5,0.2725221,0.0,1,0,0.9658356,1,0,0,0,1,1
2967,0.458,0.2837838,0.5,0.46964607,0.6666667,0,0,0.02909988,0,1,0,1,0,1
2968,0.692,0.24324325,0.7,0.0,0.33333334,1,1,0.41147435,0,0,1,1,0,0
2969,0.662,0.21621622,0.7,0.0,0.33333334,0,0,0.65343744,1,0,0,0,1,0
2970,0.93,0.36486486,0.7,0.0,0.0,0,1,0.2643935,1,0,0,0,1,1
2971,0.662,0.16216215,0.2,0.44278142,0.0,1,0,0.344905,0,0,1,0,1,0
2972,0.582,0.3243243,0.9,0.5287308,0.0,1,0,0.17679493,0,0,1,0,1,0
2973,0.482,0.5135135,0.9,0.51368463,0.0,1,1,0.9812455,1,0,0,1,0,1
2974,0.43,0.5540541,0.9,0.27552855,0.0,1,1,0.85355127,0,1,0,0,1,0
2975,0.274,0.25675675,0.6,0.0,0.33333334,1,1,0.63238955,1,0,0,0,1,0
2976,0.758,0.2837838,0.4,0.48388028,0.0,1,1,0.7981092,1,0,0,0,1,0
2977,0.31,0.36486486,0.9,0.52354044,0.6666667,1,0,0.97701204,0,0,1,1,0,1
2978,0.46,0.22972973,0.1,0.4069275,0.0,0,1,0.8414517,1,0,0,1,0,0
2979,0.584,0.2972973,0.1,0.61723524,0.0,1,1,0.69027054,1,0,0,0,1,0
2980,1.0,0.3108108,0.3,0.39835268,0.33333334,1,0,0.35587263,0,0,1,1,0,0
2981,0.532,0.2837838,0.2,0.48507473,0.33333334,1,0,0.27775013,0,1,0,0,1,0
2982,0.352,0.33783785,0.3,0.0,0.33333334,1,0,0.15848319,0,0,1,1,0,0
2983,0.346,0.22972973,0.8,0.5531439,0.0,1,1,0.9306256,0,1,0,0,1,0
2984,0.626,0.22972973,0.9,0.0,0.33333334,1,1,0.97793686,1,0,0,0,1,0
2985,0.98,0.16216215,0.8,0.5432154,0.0,1,0,0.27053484,1,0,0,0,1,0
2986,0.44,0.3243243,0.0,0.429882,0.33333334,1,0,0.6376472,0,1,0,0,1,0
2987,0.652,0.10810811,0.1,0.4318433,0.0,0,0,0.30112955,0,1,0,1,0,1
2988,0.678,0.3918919,0.1,0.37414375,0.6666667,1,0,0.7844091,1,0,0,0,1,1
2989,0.706,0.36486486,0.1,0.0,0.0,1,0,0.9139499,0,0,1,1,0,1
2990,0.282,0.013513514,0.2,0.5016387,0.0,0,0,0.6484565,0,1,0,0,1,0
2991,0.468,0.4189189,0.8,0.68838084,0.0,1,0,0.56930053,1,0,0,0,1,0
2992,0.92,0.44594595,0.5,0.0,0.33333334,0,1,0.9226539,1,0,0,1,0,0
2993,0.79,0.5540541,0.8,0.0,0.0,1,1,0.18058425,0,0,1,1,0,0
2994,0.55,0.2837838,0.3,0.52127504,0.0,0,1,0.6065804,1,0,0,1,0,0
2995,0.37,0.14864865,0.2,0.44786048,0.0,1,0,0.92818457,1,0,0,1,0,0
2996,0.758,0.36486486,0.7,0.36306,0.33333334,1,0,0.35564166,0,0,1,1,0,0
2997,0.61,0.10810811,0.7,0.42327344,0.0,0,1,0.16005948,1,0,0,1,0,0
2998,0.802,0.3918919,0.5,0.56863695,0.33333334,1,0,0.8138246,1,0,0,0,1,0
2999,0.35,0.2027027,0.1,0.44971785,0.0,0,1,0.87591857,1,0,0,0,1,0
3000,0.364,0.2972973,0.5,0.0,0.33333334,0,1,0.8855252,1,0,0,1,0,0
3001,0.692,0.33783785,0.4,0.0,0.33333334,1,1,0.33200565,0,0,1,1,0,0
3002,0.872,0.1891892,0.2,0.41585183,0.33333334,0,0,0.29776958,0,1,0,1,0,0
3003,0.46,0.5,0.6,0.41572952,0.0,0,1,0.8787771,1,0,0,0,1,0
3004,0.492,0.3918919,0.5,0.5587412,0.33333334,1,1,0.87158185,0,1,0,0,1,0
3005,0.666,0.2837838,0.4,0.0,0.33333334,1,0,0.8586081,1,0,0,0,1,0
3006,0.794,0.36486486,0.1,0.4581905,0.0,1,0,0.94684446,1,0,0,1,0,1
3007,0.504,0.2027027,0.5,0.6564593,0.0,0,1,0.9036089,1,0,0,0,1,1
3008,0.858,0.5945946,1.0,0.47468096,0.0,0,1,0.5848874,1,0,0,0,1,0
3009,0.402,0.17567568,0.1,0.0,0.33333334,1,1,0.9255577,1,0,0,0,1,0
3010,0.632,0.3918919,0.2,0.0,0.0,1,0,0.17519368,1,0,0,0,1,1
3011,0.352,0.16216215,0.8,0.0,0.0,1,0,0.1812144,0,0,1,0,1,0
3012,0.998,0.3108108,0.9,0.46020788,0.0,1,0,0.51586384,1,0,0,1,0,0
3013,0.242,0.12162162,0.4,0.0,0.33333334,1,0,0.6132111,1,0,0,1,0,0
3014,0.556,0.33783785,0.3,0.73705864,0.0,1,0,0.61468863,0,0,1,0,1,0
3015,0.648,0.33783785,0.8,0.34260076,0.33333334,1,0,0.043733228,0,1,0,0,1,0
3016,0.894,0.1891892,1.0,0.45470494,0.0,0,1,0.62891364,1,0,0,0,1,0
3017,0.48,0.14864865,0.2,0.6653329,0.33333334,1,0,0.6124392,0,0,1,1,0,0
3018,0.476,0.12162162,0.8,0.0,0.0,1,0,0.10028358,1,0,0,1,0,0
3019,0.454,0.14864865,0.7,0.0,0.33333334,1,1,0.27733433,1,0,0,0,1,0
3020,0.442,0.27027026,0.6,0.4272405,0.33333334,0,0,0.1947754,1,0,0,1,0,0
3021,0.66,0.24324325,0.3,0.46343565,0.0,1,1,0.31895155,1,0,0,0,1,0
3022,0.596,0.12162162,0.7,0.0,0.33333334,1,1,0.8153221,0,0,1,1,0,0
3023,0.536,0.2837838,0.2,0.36297032,0.0,1,0,0.13284823,1,0,0,0,1,0
3024,0.596,0.3108108,0.5,0.49043503,0.0,0,1,0.025278315,0,1,0,0,1,0
3025,0.818,0.2837838,0.6,0.0,0.33333334,1,1,0.70249754,1,0,0,1,0,0
3026,0.47,0.2972973,0.7,0.0,0.33333334,0,0,0.7307968,1,0,0,0,1,0
3027,0.848,0.3243243,0.3,0.54915386,0.0,0,0,0.9966182,1,0,0,1,0,0
3028,0.694,0.4054054,0.2,0.43096766,0.33333334,1,1,0.5197136,0,1,0,1,0,0
3029,0.51,0.2837838,1.0,0.41976297,0.33333334,1,0,0.6901148,0,0,1,0,1,0
3030,0.652,0.027027028,0.1,0.32112533,0.0,0,0,0.34308475,1,0,0,0,1,0
3031,0.656,0.054054055,0.4,0.696908,0.0,1,1,0.14070083,1,0,0,1,0,0
3032,0.29,0.36486486,0.3,0.3553592,0.6666667,1,0,0.67585546,0,0,1,1,0,1
3033,0.874,0.9054054,1.0,0.0,0.33333334,1,1,0.58268756,1,0,0,1,0,0
3034,0.84,0.24324325,0.2,0.3579148,0.0,1,1,0.5296061,1,0,0,0,1,0
3035,0.934,0.36486486,0.9,0.4033819,0.0,0,0,0.44103983,0,1,0,0,1,1
3036,0.618,0.33783785,0.1,0.42282674,0.33333334,1,0,0.1344581,1,0,0,0,1,0
3037,0.686,0.04054054,0.1,0.0,0.33333334,1,1,0.017413864,1,0,0,0,1,0
3038,0.788,0.3918919,0.9,0.0,0.33333334,1,0,0.565812,1,0,0,0,1,0
3039,0.958,0.10810811,0.8,0.404309,0.33333334,1,1,0.09657382,0,0,1,1,0,0
3040,0.732,0.27027026,0.4,0.0,0.33333334,1,0,0.9484262,1,0,0,0,1,0
3041,0.642,0.21621622,0.7,0.4248886,0.33333334,1,1,0.13189325,1,0,0,0,1,0
3042,0.97,0.14864865,1.0,0.5198134,0.33333334,0,0,0.5313756,0,1,0,1,0,0
3043,0.572,0.27027026,0.1,0.0,0.0,1,0,0.2250405,1,0,0,1,0,0
3044,0.598,0.14864865,0.2,0.1794443,0.0,1,1,0.8675038,0,0,1,0,1,0
3045,0.542,0.12162162,0.1,0.2961299,0.0,1,1,0.26287702,0,1,0,0,1,0
3046,0.616,0.17567568,0.3,0.5301078,0.0,0,1,0.73170835,0,1,0,1,0,1
3047,0.868,0.4054054,0.7,0.0,0.33333334,1,1,0.91307914,0,0,1,0,1,0
3048,0.866,0.25675675,0.1,0.54480153,0.0,1,0,0.98948985,0,0,1,1,0,0
3049,0.53,0.1891892,0.4,0.0,0.33333334,1,1,0.031073218,1,0,0,0,1,0
3050,0.882,0.35135135,0.5,0.0,0.33333334,1,1,0.6198906,1,0,0,1,0,1
3051,0.824,0.47297296,0.1,0.4086136,0.0,1,1,0.85100037,1,0,0,0,1,0
3052,0.514,0.22972973,0.2,0.0,0.33333334,1,1,0.5709481,1,0,0,0,1,0
3053,0.502,0.21621622,0.5,0.0,0.33333334,1,0,0.13506785,1,0,0,1,0,0
3054,0.38,0.6621622,0.1,0.3522626,0.0,0,1,0.2972555,0,0,1,0,1,0
3055,0.924,0.35135135,0.4,0.45854932,0.33333334,1,0,0.82521296,1,0,0,0,1,0
3056,0.67,0.5405405,0.1,0.4176857,0.0,1,1,0.7709228,1,0,0,0,1,0
3057,0.66,0.2027027,0.1,0.49056605,0.0,1,0,0.6748114,1,0,0,0,1,0
3058,0.66,0.5405405,0.8,0.0,0.33333334,1,1,0.32851598,0,0,1,1,0,0
3059,0.562,0.2027027,0.8,0.0,0.33333334,0,0,0.58686924,1,0,0,1,0,0
3060,0.438,0.33783785,0.7,0.0,0.33333334,1,1,0.38849515,1,0,0,1,0,0
3061,0.468,0.2027027,0.3,0.35198146,0.33333334,1,1,0.88828385,0,1,0,0,1,0
3062,0.464,0.2972973,0.9,0.0,0.6666667,1,1,0.30474344,1,0,0,1,0,0
3063,0.518,0.1891892,0.7,0.28645968,0.0,1,1,0.75963914,1,0,0,0,1,0
3064,0.312,0.22972973,0.6,0.43861207,0.33333334,1,0,0.13154832,0,0,1,0,1,0
3065,0.306,0.3243243,0.8,0.41622508,0.0,1,1,0.73780113,1,0,0,0,1,0
3066,0.306,0.13513513,0.5,0.0,0.33333334,1,0,0.6295931,1,0,0,1,0,0
